age,job,marital,education,contact,month,day_of_week,duration,y
44,admin.,married,university.degree,cellular,nov,fri,48,no
40,admin.,single,university.degree,cellular,nov,fri,12,no
47,technician,married,high.school,cellular,nov,fri,29,no
48,blue-collar,married,basic.4y,cellular,nov,fri,168,no
50,retired,single,university.degree,cellular,nov,fri,51,no
56,services,single,high.school,cellular,nov,fri,12,no
37,admin.,single,university.degree,cellular,nov,fri,33,no
51,admin.,single,university.degree,cellular,nov,fri,53,no
50,admin.,divorced,university.degree,cellular,nov,fri,72,no
39,admin.,single,unknown,cellular,nov,fri,79,no
32,management,married,university.degree,cellular,nov,fri,1067,no
42,admin.,divorced,university.degree,cellular,nov,fri,10,no
48,admin.,married,university.degree,cellular,nov,fri,71,no
49,blue-collar,married,basic.9y,cellular,nov,fri,273,no
51,blue-collar,married,high.school,cellular,nov,fri,11,no
55,management,married,basic.9y,cellular,nov,fri,189,no
48,admin.,married,university.degree,cellular,nov,fri,61,no
39,management,married,university.degree,telephone,nov,fri,10,no
40,technician,married,university.degree,telephone,nov,fri,10,no
55,management,married,university.degree,cellular,nov,fri,280,no
39,self-employed,married,professional.course,telephone,nov,fri,47,no
37,admin.,married,unknown,cellular,nov,fri,34,no
41,technician,married,university.degree,cellular,nov,fri,38,no
32,admin.,married,high.school,cellular,nov,fri,219,no
34,admin.,married,university.degree,telephone,nov,fri,205,no
41,blue-collar,single,basic.9y,cellular,nov,fri,643,no
38,technician,married,professional.course,telephone,nov,wed,49,no
32,unemployed,single,high.school,telephone,nov,thu,114,no
46,entrepreneur,single,professional.course,telephone,nov,thu,8,no
27,admin.,single,high.school,telephone,nov,fri,24,no
31,admin.,single,high.school,telephone,dec,mon,36,no
39,housemaid,married,basic.4y,telephone,dec,wed,11,no
41,technician,divorced,professional.course,cellular,dec,thu,18,no
37,admin.,married,high.school,telephone,dec,fri,12,no
48,admin.,married,high.school,telephone,dec,fri,291,no
51,blue-collar,married,basic.4y,telephone,dec,mon,170,no
39,technician,married,professional.course,telephone,dec,tue,183,no
36,blue-collar,married,high.school,cellular,dec,thu,234,no
55,unemployed,divorced,professional.course,telephone,dec,fri,136,no
44,blue-collar,married,basic.4y,telephone,dec,mon,119,yes
26,student,single,basic.9y,cellular,mar,mon,712,yes
38,admin.,single,university.degree,cellular,mar,mon,111,yes
26,student,single,basic.9y,cellular,mar,mon,42,no
26,student,single,basic.9y,telephone,mar,mon,169,no
30,management,married,university.degree,telephone,mar,mon,213,no
26,student,single,basic.9y,cellular,mar,mon,78,no
28,technician,single,university.degree,cellular,mar,mon,76,no
35,admin.,married,university.degree,cellular,mar,mon,378,yes
30,management,married,university.degree,cellular,mar,mon,116,yes
48,admin.,married,basic.6y,telephone,mar,mon,139,no
26,admin.,married,university.degree,cellular,mar,mon,154,yes
28,technician,single,university.degree,cellular,mar,mon,142,no
31,admin.,single,university.degree,cellular,mar,mon,145,no
38,admin.,single,university.degree,cellular,mar,mon,69,no
44,blue-collar,single,professional.course,cellular,mar,mon,239,yes
28,technician,single,university.degree,cellular,mar,mon,54,no
30,management,married,university.degree,cellular,mar,mon,170,no
26,admin.,married,university.degree,cellular,mar,mon,175,yes
28,technician,single,university.degree,cellular,mar,mon,120,yes
26,student,single,basic.9y,cellular,mar,mon,59,no
28,technician,single,university.degree,cellular,mar,mon,56,no
26,student,single,basic.9y,cellular,mar,mon,1447,yes
26,admin.,married,university.degree,cellular,mar,mon,76,no
70,retired,divorced,basic.4y,cellular,mar,mon,187,yes
28,technician,single,university.degree,cellular,mar,mon,131,no
61,admin.,married,university.degree,cellular,mar,mon,136,no
26,student,single,basic.9y,cellular,mar,mon,889,no
48,admin.,married,basic.6y,telephone,mar,mon,382,yes
26,student,single,basic.9y,cellular,mar,mon,294,yes
30,management,married,university.degree,telephone,mar,mon,88,no
31,admin.,single,university.degree,telephone,mar,mon,39,no
28,admin.,single,high.school,cellular,mar,tue,143,yes
42,entrepreneur,married,basic.9y,cellular,mar,tue,133,no
66,technician,married,professional.course,cellular,mar,tue,83,yes
26,unknown,single,basic.9y,cellular,mar,tue,212,no
34,management,married,university.degree,cellular,mar,tue,499,yes
35,admin.,married,high.school,cellular,mar,tue,350,yes
34,management,married,university.degree,cellular,mar,tue,225,no
24,services,single,unknown,cellular,mar,tue,103,no
28,student,single,basic.9y,cellular,mar,tue,320,yes
28,student,single,basic.9y,cellular,mar,tue,156,yes
36,admin.,married,high.school,cellular,mar,tue,168,yes
43,blue-collar,married,basic.9y,cellular,mar,tue,180,yes
24,services,single,unknown,cellular,mar,tue,305,yes
28,student,single,basic.9y,cellular,mar,tue,96,yes
32,technician,married,professional.course,telephone,mar,wed,92,no
41,services,married,high.school,cellular,mar,wed,377,yes
41,services,married,high.school,cellular,mar,wed,396,yes
23,admin.,single,university.degree,cellular,mar,thu,308,yes
38,technician,married,professional.course,cellular,mar,thu,66,no
38,technician,married,professional.course,cellular,mar,thu,92,no
44,management,married,basic.6y,cellular,mar,thu,61,no
38,technician,married,professional.course,cellular,mar,thu,63,yes
33,admin.,divorced,high.school,cellular,mar,thu,86,no
23,admin.,single,university.degree,cellular,mar,thu,64,no
44,management,married,basic.6y,cellular,mar,thu,218,no
33,management,married,university.degree,telephone,mar,thu,181,yes
44,management,married,basic.6y,cellular,mar,thu,53,no
38,technician,married,professional.course,cellular,mar,thu,182,yes
23,admin.,single,university.degree,cellular,mar,thu,90,no
33,admin.,divorced,high.school,cellular,mar,thu,41,no
38,technician,married,professional.course,cellular,mar,thu,137,yes
38,technician,married,professional.course,cellular,mar,thu,119,no
38,technician,married,professional.course,cellular,mar,thu,106,yes
38,technician,married,professional.course,cellular,mar,thu,196,yes
32,admin.,married,high.school,cellular,mar,thu,115,no
38,technician,married,professional.course,cellular,mar,thu,84,no
76,retired,married,university.degree,cellular,mar,thu,167,no
38,technician,married,professional.course,cellular,mar,fri,195,yes
34,technician,single,professional.course,cellular,mar,fri,229,yes
34,technician,single,professional.course,cellular,mar,fri,227,yes
34,technician,single,professional.course,cellular,mar,fri,136,no
38,technician,married,professional.course,cellular,mar,fri,119,no
38,technician,married,professional.course,cellular,mar,fri,166,yes
38,technician,married,professional.course,cellular,mar,fri,363,yes
34,technician,single,professional.course,cellular,mar,fri,266,yes
34,technician,single,professional.course,cellular,mar,fri,544,yes
34,technician,single,professional.course,cellular,mar,fri,301,yes
38,technician,married,professional.course,cellular,mar,fri,207,yes
32,management,single,university.degree,cellular,mar,mon,116,yes
41,technician,single,professional.course,cellular,mar,mon,101,no
37,admin.,single,university.degree,cellular,mar,mon,161,no
55,technician,single,professional.course,cellular,mar,mon,217,yes
32,management,single,university.degree,cellular,mar,mon,78,no
67,retired,single,university.degree,cellular,mar,mon,70,no
32,management,single,university.degree,cellular,mar,mon,75,no
32,management,single,university.degree,cellular,mar,mon,93,no
32,management,single,university.degree,cellular,mar,tue,97,no
38,technician,married,university.degree,cellular,mar,tue,350,yes
32,management,single,university.degree,cellular,mar,tue,164,no
73,retired,married,university.degree,cellular,mar,tue,179,no
32,management,single,university.degree,cellular,mar,tue,106,yes
31,blue-collar,single,high.school,cellular,mar,tue,272,yes
33,technician,married,university.degree,cellular,mar,tue,56,no
32,management,single,university.degree,cellular,mar,tue,71,yes
39,admin.,single,high.school,cellular,mar,tue,100,no
39,admin.,single,high.school,cellular,mar,tue,119,no
38,technician,married,university.degree,cellular,mar,tue,122,yes
38,technician,married,university.degree,cellular,mar,tue,59,no
39,admin.,single,high.school,cellular,mar,tue,395,yes
38,technician,married,university.degree,cellular,mar,tue,261,yes
38,technician,married,university.degree,cellular,mar,tue,113,no
18,student,single,high.school,cellular,mar,tue,103,no
32,management,single,university.degree,cellular,mar,tue,59,no
39,blue-collar,single,basic.4y,telephone,mar,tue,137,no
37,admin.,married,university.degree,cellular,mar,tue,159,yes
30,student,single,basic.4y,cellular,mar,tue,70,no
32,management,single,university.degree,cellular,mar,tue,427,yes
32,management,single,university.degree,telephone,mar,tue,230,no
29,self-employed,married,university.degree,cellular,mar,wed,60,no
88,retired,divorced,basic.4y,cellular,mar,wed,48,no
29,self-employed,married,university.degree,cellular,mar,wed,74,no
88,retired,divorced,basic.4y,cellular,mar,wed,266,yes
29,self-employed,married,university.degree,cellular,mar,wed,95,yes
29,self-employed,married,university.degree,cellular,mar,wed,231,no
88,retired,divorced,basic.4y,cellular,mar,wed,796,yes
29,self-employed,married,university.degree,cellular,mar,wed,101,no
29,self-employed,married,university.degree,cellular,mar,wed,197,yes
88,retired,divorced,basic.4y,cellular,mar,wed,96,no
60,retired,married,professional.course,cellular,mar,wed,74,no
88,retired,divorced,basic.4y,cellular,mar,wed,126,yes
88,retired,divorced,basic.4y,cellular,mar,wed,323,yes
88,retired,divorced,basic.4y,cellular,mar,wed,85,no
88,retired,divorced,basic.4y,cellular,mar,wed,101,yes
88,retired,divorced,basic.4y,cellular,mar,wed,103,no
88,retired,divorced,basic.4y,cellular,mar,wed,82,no
88,retired,divorced,basic.4y,cellular,mar,wed,188,yes
88,retired,divorced,basic.4y,cellular,mar,wed,203,yes
88,retired,divorced,basic.4y,cellular,mar,wed,101,yes
33,admin.,married,university.degree,cellular,mar,thu,56,no
33,admin.,married,university.degree,cellular,mar,thu,71,no
27,student,single,high.school,cellular,mar,thu,80,yes
26,management,single,university.degree,cellular,mar,thu,119,yes
66,retired,married,basic.4y,cellular,mar,thu,156,yes
29,technician,married,professional.course,cellular,mar,thu,186,yes
26,management,single,university.degree,cellular,mar,thu,139,yes
95,retired,divorced,basic.6y,cellular,mar,thu,85,no
19,student,single,basic.9y,cellular,mar,fri,126,yes
28,self-employed,single,university.degree,cellular,mar,fri,186,no
32,student,single,university.degree,cellular,mar,fri,61,no
28,self-employed,single,university.degree,cellular,mar,fri,41,no
28,self-employed,single,university.degree,cellular,mar,fri,114,no
30,student,single,high.school,cellular,mar,fri,268,yes
28,self-employed,single,university.degree,cellular,mar,fri,3076,yes
37,unemployed,single,university.degree,cellular,mar,fri,432,no
50,unemployed,unknown,university.degree,cellular,mar,fri,166,no
28,self-employed,single,university.degree,cellular,mar,fri,296,yes
70,retired,married,basic.4y,cellular,mar,mon,61,no
70,retired,married,basic.4y,cellular,mar,mon,422,no
34,technician,married,professional.course,telephone,mar,mon,80,no
30,admin.,married,university.degree,cellular,mar,mon,291,no
56,retired,married,university.degree,cellular,mar,mon,104,no
34,technician,married,professional.course,cellular,mar,mon,93,no
34,technician,married,professional.course,telephone,mar,mon,44,no
70,retired,married,basic.4y,telephone,mar,mon,147,no
34,technician,married,professional.course,cellular,mar,mon,83,no
28,technician,single,university.degree,cellular,mar,mon,392,yes
50,admin.,divorced,university.degree,cellular,mar,tue,74,no
46,technician,married,professional.course,cellular,mar,tue,163,no
33,admin.,single,university.degree,cellular,mar,tue,406,yes
21,student,single,high.school,cellular,mar,tue,220,yes
77,retired,divorced,unknown,cellular,mar,tue,178,yes
37,unemployed,married,university.degree,cellular,mar,tue,195,yes
33,admin.,single,university.degree,cellular,mar,tue,187,yes
33,technician,single,university.degree,cellular,mar,tue,325,no
29,technician,single,professional.course,cellular,mar,tue,299,yes
34,admin.,single,university.degree,cellular,mar,tue,325,yes
32,admin.,single,professional.course,cellular,mar,tue,159,no
32,admin.,single,professional.course,cellular,mar,tue,81,no
50,admin.,divorced,university.degree,cellular,mar,tue,136,no
26,student,single,high.school,cellular,mar,wed,236,no
33,blue-collar,single,high.school,cellular,mar,wed,140,no
33,blue-collar,single,high.school,cellular,mar,wed,278,yes
60,management,single,university.degree,cellular,mar,wed,194,yes
24,admin.,single,high.school,cellular,mar,wed,224,yes
33,blue-collar,single,high.school,cellular,mar,wed,163,no
68,retired,married,university.degree,cellular,mar,wed,201,yes
33,blue-collar,single,high.school,cellular,mar,wed,203,yes
32,management,single,university.degree,cellular,mar,thu,167,yes
24,admin.,single,high.school,cellular,mar,thu,181,no
36,admin.,married,high.school,cellular,mar,thu,220,yes
24,management,married,unknown,cellular,mar,fri,93,no
54,admin.,married,university.degree,cellular,mar,mon,47,no
31,admin.,divorced,university.degree,cellular,mar,mon,248,yes
54,admin.,married,university.degree,cellular,mar,mon,415,yes
75,retired,divorced,basic.9y,cellular,mar,mon,233,no
54,admin.,married,university.degree,cellular,mar,mon,115,yes
27,unemployed,single,university.degree,cellular,mar,mon,269,no
31,admin.,divorced,university.degree,cellular,mar,mon,174,yes
70,admin.,divorced,university.degree,cellular,mar,mon,83,no
19,student,single,basic.6y,cellular,mar,tue,136,yes
35,blue-collar,single,professional.course,cellular,mar,tue,81,no
29,blue-collar,married,basic.4y,cellular,mar,tue,74,no
32,technician,divorced,professional.course,cellular,mar,tue,460,yes
32,technician,divorced,professional.course,cellular,mar,tue,115,no
28,technician,single,professional.course,telephone,mar,tue,58,no
29,blue-collar,single,basic.9y,cellular,mar,tue,116,no
61,retired,married,basic.9y,cellular,mar,tue,125,no
32,technician,divorced,professional.course,cellular,mar,tue,144,yes
29,blue-collar,single,basic.9y,cellular,mar,tue,152,no
31,admin.,married,university.degree,cellular,mar,tue,170,yes
46,admin.,married,university.degree,cellular,mar,tue,269,yes
50,management,married,basic.9y,cellular,mar,wed,115,yes
28,admin.,single,university.degree,cellular,mar,wed,506,yes
63,retired,divorced,basic.4y,cellular,mar,wed,78,no
28,admin.,single,university.degree,cellular,mar,wed,96,yes
33,admin.,married,university.degree,cellular,mar,wed,278,yes
28,admin.,single,university.degree,cellular,mar,wed,411,yes
35,admin.,married,high.school,cellular,mar,thu,117,yes
36,management,married,university.degree,cellular,mar,thu,709,yes
36,management,married,university.degree,cellular,mar,thu,141,no
26,student,single,high.school,cellular,mar,thu,200,yes
70,housemaid,married,basic.4y,cellular,mar,thu,91,no
45,technician,single,professional.course,cellular,mar,thu,143,no
20,student,single,basic.9y,cellular,mar,thu,325,yes
36,management,married,university.degree,cellular,mar,thu,94,no
28,admin.,single,high.school,cellular,mar,thu,131,no
20,student,single,basic.9y,cellular,mar,thu,267,no
36,management,married,university.degree,cellular,mar,thu,86,no
37,blue-collar,married,basic.6y,cellular,mar,thu,73,no
58,unemployed,married,basic.4y,cellular,mar,thu,439,no
68,retired,married,basic.4y,cellular,mar,thu,331,yes
51,technician,married,university.degree,cellular,mar,thu,278,no
28,admin.,single,high.school,cellular,mar,thu,181,no
22,student,single,basic.9y,cellular,mar,thu,173,no
27,housemaid,married,high.school,cellular,mar,fri,101,no
36,unemployed,married,university.degree,cellular,mar,fri,95,yes
28,admin.,single,high.school,telephone,mar,fri,515,yes
28,admin.,single,high.school,cellular,mar,fri,300,yes
28,admin.,single,high.school,cellular,mar,fri,342,yes
28,self-employed,single,university.degree,telephone,mar,fri,124,no
56,blue-collar,married,basic.4y,cellular,mar,fri,283,yes
28,admin.,single,high.school,cellular,mar,fri,78,no
41,technician,married,professional.course,cellular,mar,fri,229,yes
28,admin.,single,high.school,cellular,mar,fri,102,no
25,admin.,married,university.degree,cellular,mar,fri,294,yes
25,admin.,married,university.degree,cellular,mar,fri,184,no
25,admin.,married,university.degree,cellular,mar,fri,277,no
30,blue-collar,single,university.degree,cellular,mar,fri,166,no
28,admin.,single,high.school,cellular,mar,fri,77,no
73,retired,married,university.degree,cellular,mar,fri,179,yes
43,admin.,married,university.degree,cellular,mar,fri,689,no
31,technician,single,university.degree,telephone,mar,fri,228,yes
66,retired,married,unknown,telephone,mar,fri,64,no
27,housemaid,married,high.school,cellular,mar,fri,378,yes
36,self-employed,married,university.degree,cellular,mar,fri,101,no
60,admin.,married,university.degree,cellular,mar,fri,558,no
25,admin.,married,university.degree,cellular,mar,fri,243,yes
43,admin.,married,university.degree,cellular,mar,fri,111,no
28,admin.,single,high.school,cellular,mar,fri,144,no
30,blue-collar,single,university.degree,cellular,mar,fri,166,no
28,admin.,single,high.school,telephone,mar,fri,234,yes
32,admin.,single,university.degree,cellular,mar,fri,271,yes
28,admin.,single,high.school,cellular,mar,fri,347,yes
32,admin.,single,university.degree,cellular,mar,mon,77,no
34,technician,single,university.degree,cellular,mar,mon,180,yes
32,admin.,single,university.degree,cellular,mar,mon,136,no
34,technician,single,university.degree,cellular,mar,mon,253,no
34,technician,single,university.degree,cellular,mar,mon,171,no
32,admin.,single,university.degree,cellular,mar,mon,96,no
80,retired,married,basic.4y,cellular,mar,mon,415,no
80,retired,married,basic.4y,cellular,mar,mon,95,no
32,admin.,single,university.degree,cellular,mar,mon,285,yes
32,admin.,single,university.degree,cellular,mar,mon,364,yes
21,student,single,basic.4y,cellular,mar,mon,114,no
32,admin.,married,university.degree,cellular,mar,mon,517,yes
32,admin.,single,university.degree,cellular,mar,mon,167,no
32,admin.,married,university.degree,cellular,mar,mon,78,no
62,admin.,married,high.school,telephone,mar,mon,163,yes
32,admin.,single,university.degree,cellular,mar,mon,52,no
34,technician,single,university.degree,cellular,mar,mon,138,no
59,blue-collar,married,basic.4y,cellular,mar,tue,684,no
59,blue-collar,married,basic.4y,cellular,mar,tue,237,yes
80,management,divorced,professional.course,cellular,mar,tue,158,yes
33,blue-collar,married,high.school,cellular,mar,tue,494,no
39,admin.,married,high.school,cellular,mar,tue,210,no
39,admin.,married,high.school,cellular,mar,tue,310,no
39,admin.,married,high.school,cellular,mar,tue,265,no
45,blue-collar,married,basic.9y,cellular,mar,tue,257,no
45,blue-collar,married,basic.9y,cellular,mar,tue,829,no
44,blue-collar,single,basic.4y,cellular,mar,tue,1530,yes
48,admin.,single,university.degree,cellular,mar,tue,544,no
38,services,married,high.school,cellular,apr,wed,484,no
33,blue-collar,married,basic.6y,cellular,apr,wed,351,yes
43,self-employed,married,high.school,cellular,apr,wed,345,no
31,technician,married,professional.course,cellular,apr,wed,131,no
43,self-employed,married,high.school,cellular,apr,wed,743,no
34,blue-collar,single,basic.9y,cellular,apr,wed,394,no
29,admin.,married,university.degree,cellular,apr,wed,73,no
56,entrepreneur,divorced,university.degree,cellular,apr,wed,202,no
30,services,single,high.school,cellular,apr,wed,247,no
33,blue-collar,married,professional.course,cellular,apr,wed,154,no
39,admin.,married,high.school,cellular,apr,wed,110,no
49,admin.,married,basic.6y,cellular,apr,wed,805,yes
33,management,single,university.degree,cellular,apr,wed,427,no
33,management,single,university.degree,cellular,apr,wed,212,no
40,blue-collar,single,basic.9y,cellular,apr,wed,274,no
33,management,single,university.degree,cellular,apr,wed,1176,yes
33,blue-collar,married,basic.6y,cellular,apr,wed,165,yes
46,retired,married,basic.6y,cellular,apr,wed,525,no
29,admin.,single,university.degree,cellular,apr,wed,479,no
29,admin.,single,university.degree,cellular,apr,wed,513,no
29,admin.,single,university.degree,cellular,apr,wed,295,no
29,admin.,single,university.degree,cellular,apr,wed,117,no
63,retired,married,professional.course,cellular,apr,wed,387,yes
39,admin.,married,high.school,cellular,apr,wed,286,no
32,blue-collar,married,basic.9y,cellular,apr,wed,161,no
27,entrepreneur,married,professional.course,cellular,apr,wed,297,no
38,admin.,divorced,university.degree,cellular,apr,wed,498,no
44,admin.,married,unknown,cellular,apr,wed,251,no
32,technician,married,professional.course,cellular,apr,wed,625,no
56,entrepreneur,divorced,university.degree,cellular,apr,wed,121,no
43,self-employed,married,high.school,cellular,apr,wed,253,no
20,student,single,unknown,cellular,apr,wed,184,yes
63,retired,married,professional.course,telephone,apr,wed,74,no
34,admin.,single,university.degree,cellular,apr,wed,203,no
31,technician,married,professional.course,cellular,apr,wed,647,no
30,admin.,married,university.degree,cellular,apr,thu,80,no
30,admin.,married,university.degree,cellular,apr,thu,739,yes
54,blue-collar,married,professional.course,telephone,apr,thu,173,no
54,blue-collar,married,professional.course,cellular,apr,thu,2870,no
30,admin.,married,university.degree,cellular,apr,thu,90,no
38,admin.,divorced,basic.6y,cellular,apr,thu,926,no
30,admin.,married,university.degree,cellular,apr,thu,82,no
43,services,divorced,high.school,cellular,apr,thu,303,no
43,services,divorced,high.school,cellular,apr,thu,473,no
38,services,married,basic.9y,cellular,apr,thu,101,no
30,admin.,married,university.degree,cellular,apr,thu,243,yes
39,blue-collar,single,basic.9y,cellular,apr,thu,340,no
41,blue-collar,married,basic.4y,cellular,apr,thu,288,no
34,technician,single,professional.course,cellular,apr,thu,121,no
26,services,single,high.school,cellular,apr,thu,177,no
30,admin.,married,university.degree,cellular,apr,thu,313,yes
35,blue-collar,married,basic.9y,cellular,apr,thu,114,no
39,blue-collar,married,basic.9y,cellular,apr,thu,73,no
39,blue-collar,married,basic.9y,cellular,apr,thu,253,no
40,blue-collar,married,basic.9y,cellular,apr,thu,450,no
39,blue-collar,single,basic.9y,cellular,apr,thu,311,no
44,blue-collar,married,basic.9y,cellular,apr,thu,361,no
33,admin.,divorced,high.school,cellular,apr,thu,148,no
39,services,married,high.school,cellular,apr,thu,598,no
28,technician,single,professional.course,cellular,apr,thu,477,no
55,blue-collar,divorced,basic.4y,cellular,apr,thu,164,no
42,technician,divorced,professional.course,cellular,apr,thu,144,no
33,housemaid,unknown,university.degree,cellular,apr,thu,80,no
28,blue-collar,single,high.school,cellular,apr,thu,333,no
28,blue-collar,single,high.school,telephone,apr,thu,240,no
50,services,married,basic.4y,cellular,apr,thu,260,no
44,blue-collar,married,university.degree,cellular,apr,thu,397,yes
28,technician,single,professional.course,cellular,apr,thu,444,no
28,technician,single,professional.course,cellular,apr,thu,824,no
30,admin.,married,university.degree,cellular,apr,thu,104,no
32,technician,single,university.degree,cellular,apr,thu,293,no
28,blue-collar,single,high.school,telephone,apr,thu,771,yes
46,management,married,university.degree,cellular,apr,thu,249,no
42,admin.,married,basic.9y,cellular,apr,thu,204,no
28,blue-collar,single,high.school,cellular,apr,thu,268,yes
39,blue-collar,single,basic.9y,cellular,apr,thu,173,no
49,admin.,married,basic.6y,cellular,apr,thu,349,no
50,self-employed,single,basic.9y,cellular,apr,thu,399,no
44,admin.,divorced,university.degree,telephone,apr,thu,74,no
31,blue-collar,single,basic.9y,telephone,apr,thu,285,no
39,technician,married,professional.course,cellular,apr,thu,225,no
38,services,married,basic.9y,cellular,apr,thu,96,no
28,blue-collar,single,high.school,cellular,apr,thu,329,yes
28,blue-collar,single,high.school,cellular,apr,thu,254,no
30,admin.,married,university.degree,cellular,apr,thu,206,no
32,blue-collar,married,basic.9y,cellular,apr,fri,48,no
24,technician,single,university.degree,cellular,apr,fri,326,no
39,admin.,divorced,university.degree,cellular,apr,fri,187,no
40,services,married,high.school,cellular,apr,fri,456,no
42,technician,divorced,professional.course,cellular,apr,fri,93,no
45,blue-collar,married,basic.4y,cellular,apr,fri,905,no
53,blue-collar,divorced,high.school,cellular,apr,fri,0,no
49,self-employed,divorced,unknown,cellular,apr,fri,74,no
32,blue-collar,married,basic.9y,telephone,apr,fri,108,no
26,admin.,single,university.degree,cellular,apr,fri,376,no
32,blue-collar,married,basic.9y,cellular,apr,fri,224,no
26,entrepreneur,single,high.school,cellular,apr,fri,707,yes
26,entrepreneur,single,high.school,cellular,apr,fri,297,no
49,housemaid,married,basic.4y,cellular,apr,fri,115,no
30,technician,married,university.degree,cellular,apr,fri,103,no
42,admin.,married,high.school,cellular,apr,fri,697,no
37,management,married,high.school,cellular,apr,fri,445,no
51,technician,divorced,professional.course,cellular,apr,fri,314,no
51,technician,divorced,professional.course,cellular,apr,fri,84,no
40,services,married,high.school,cellular,apr,fri,277,no
31,admin.,married,university.degree,cellular,apr,fri,170,no
30,technician,single,high.school,cellular,apr,fri,285,no
33,services,divorced,high.school,telephone,apr,fri,119,no
39,entrepreneur,married,high.school,cellular,apr,fri,484,no
44,services,married,high.school,cellular,apr,fri,240,no
33,services,divorced,high.school,cellular,apr,fri,420,no
32,blue-collar,married,basic.9y,cellular,apr,fri,482,yes
32,blue-collar,married,basic.9y,cellular,apr,fri,66,no
54,housemaid,married,unknown,cellular,apr,fri,117,yes
55,retired,married,high.school,cellular,apr,fri,213,no
49,self-employed,divorced,unknown,cellular,apr,fri,660,no
50,admin.,married,professional.course,cellular,apr,fri,154,no
33,entrepreneur,married,high.school,cellular,apr,fri,273,no
50,admin.,married,unknown,cellular,apr,fri,121,no
39,blue-collar,married,basic.6y,cellular,apr,fri,239,no
56,management,married,university.degree,telephone,apr,fri,362,no
54,housemaid,married,unknown,cellular,apr,fri,105,no
45,blue-collar,married,basic.9y,cellular,apr,fri,582,no
36,blue-collar,married,basic.9y,cellular,apr,fri,329,no
48,admin.,married,high.school,cellular,apr,fri,190,no
48,admin.,married,high.school,cellular,apr,fri,345,no
32,services,married,high.school,cellular,apr,fri,65,no
43,management,married,university.degree,cellular,apr,fri,121,no
32,services,married,high.school,cellular,apr,fri,1090,no
34,blue-collar,single,basic.9y,cellular,apr,fri,203,no
49,services,married,basic.6y,cellular,apr,fri,383,no
50,blue-collar,married,basic.4y,cellular,apr,fri,100,no
39,entrepreneur,married,high.school,cellular,apr,fri,224,no
37,admin.,married,high.school,cellular,apr,fri,439,no
32,blue-collar,married,basic.6y,cellular,apr,fri,205,no
44,management,divorced,university.degree,cellular,apr,fri,230,no
44,management,divorced,university.degree,cellular,apr,fri,1091,no
31,technician,single,high.school,cellular,apr,fri,596,no
47,technician,married,high.school,cellular,apr,fri,148,no
36,services,single,high.school,telephone,apr,fri,514,no
47,blue-collar,married,basic.9y,cellular,apr,fri,583,no
46,management,married,high.school,cellular,apr,fri,57,no
41,admin.,married,basic.6y,cellular,apr,fri,1203,yes
51,technician,divorced,professional.course,cellular,apr,fri,579,no
37,admin.,married,university.degree,telephone,apr,fri,309,no
40,services,married,high.school,cellular,apr,fri,151,no
49,services,married,basic.6y,cellular,apr,fri,219,no
38,entrepreneur,married,professional.course,cellular,apr,mon,278,no
46,blue-collar,married,basic.9y,cellular,apr,mon,479,no
42,management,married,unknown,cellular,apr,mon,590,no
41,unemployed,married,basic.9y,cellular,apr,mon,322,no
50,management,divorced,university.degree,telephone,apr,mon,475,yes
41,unemployed,married,basic.9y,cellular,apr,mon,272,no
45,admin.,married,high.school,cellular,apr,mon,185,no
40,management,married,university.degree,cellular,apr,mon,254,no
25,technician,single,professional.course,cellular,apr,mon,112,no
40,services,single,high.school,cellular,apr,mon,275,no
37,technician,divorced,basic.9y,cellular,apr,mon,247,no
38,admin.,single,high.school,cellular,apr,mon,332,no
55,management,divorced,university.degree,cellular,apr,mon,916,no
53,blue-collar,married,basic.4y,cellular,apr,mon,583,yes
31,technician,married,professional.course,cellular,apr,mon,551,no
26,admin.,married,high.school,cellular,apr,mon,90,no
56,retired,married,basic.6y,telephone,apr,mon,172,no
55,retired,married,basic.4y,cellular,apr,mon,158,yes
65,retired,married,university.degree,cellular,apr,mon,147,no
34,admin.,married,basic.6y,cellular,apr,mon,599,no
55,management,divorced,university.degree,cellular,apr,mon,232,no
55,technician,married,professional.course,cellular,apr,mon,376,no
44,blue-collar,married,high.school,cellular,apr,mon,271,no
24,admin.,single,university.degree,telephone,apr,mon,86,no
46,self-employed,single,university.degree,cellular,apr,mon,438,no
42,technician,married,basic.9y,cellular,apr,mon,437,no
46,services,divorced,high.school,cellular,apr,mon,211,no
41,unemployed,married,basic.9y,cellular,apr,mon,263,no
44,technician,married,unknown,cellular,apr,mon,104,no
40,services,married,unknown,cellular,apr,mon,294,no
45,blue-collar,single,basic.9y,cellular,apr,mon,173,no
45,blue-collar,single,basic.9y,cellular,apr,mon,129,no
55,housemaid,married,basic.4y,cellular,apr,mon,197,no
24,student,single,university.degree,cellular,apr,mon,139,no
55,housemaid,married,basic.4y,cellular,apr,mon,139,no
40,blue-collar,divorced,basic.6y,cellular,apr,mon,399,no
26,admin.,married,high.school,cellular,apr,mon,190,no
55,housemaid,married,basic.4y,cellular,apr,mon,1435,yes
26,admin.,married,high.school,telephone,apr,mon,216,no
58,retired,divorced,high.school,cellular,apr,mon,75,no
55,technician,married,professional.course,cellular,apr,mon,371,no
43,services,married,professional.course,cellular,apr,mon,230,no
